row_num,Startup,Industry,SubVertical,City,Investors,InvestmentType,InvestmentAmount_USD,Date
510,HomeAnalytics,FinTech,NeoBank,Kolkata,Zodius Capital,Seed,118000,2024-07-29
511,CoreSpace,FinTech,Payments,Chennai,"Kalaari Capital, Tiger Global, Y Combinator",Seed,888000,2021-06-25
512,GrowthFlow,FinTech,Payments,Gurugram,Tiger Global Management,Seed,52000,2024-05-27
513,EduBox,FinTech,Payments,Pune,"Bessemer Venture Partners, Nexus Venture Partners, Tiger Global",Seed,164000,2024-06-01
514,Oyo,FinTech,Payments,Gurugram,Prosus Ventures,Seed,947000,2023-11-22
515,ShareChat,FinTech,Payments,Gurugram,LCatterton,Seed,234000,2020-12-22
516,Swiggy,HealthTech,Pharmacy,Bengaluru,Kedaara Capital,Seed,333000,2022-06-08
517,PhonePe,HealthTech,Pharmacy,Bengaluru,"Accel, Tiger Global",Seed,100000,2022-05-12
518,QuantumSolutions,HealthTech,Pharmacy,Hyderabad,"Prosus Ventures, Tiger Global Management",Seed,336000,2021-07-01
519,Udaan,HealthTech,Pharmacy,Noida,LCatterton,Seed,350000,2024-08-09
520,Chargebee,HealthTech,Pharmacy,Kolkata,"Accel, Tiger Global",Seed,125000,2023-02-25
521,Paytm,HealthTech,Pharmacy,Mumbai,Mirae Asset,Seed,96000,2025-06-27
522,HomeFoods,RealEstate,PropTech,Chennai,Tiger Global Management,Seed,905000,2024-11-05
523,Zepto,RealEstate,PropTech,Bengaluru,"Mirae Asset, Nexus Venture Partners, Prosus Ventures",Seed,166000,2021-11-07
524,GrowthCare,RealEstate,PropTech,Mumbai,Tiger Global Management,Seed,68000,2024-01-27
525,FoodLoop,RealEstate,PropTech,Hyderabad,Sequoia Capital India,Seed,436000,2021-07-14
526,GreenEdge,RealEstate,PropTech,Mumbai,Y Combinator,Seed,122000,2023-05-23
527,NeoLabs,RealEstate,PropTech,Bengaluru,"Tiger Global, Tiger Global Management",Seed,57000,2021-07-21
528,DriveEdge,RealEstate,PropTech,Noida,Elevation Capital,Seed,239000,2021-06-27
529,GreenMart,RealEstate,PropTech,Gurugram,Ribbit Capital,Seed,171000,2022-02-26
530,Freshworks,RealEstate,PropTech,Bengaluru,"Matrix Partners India, Prosus Ventures",Seed,1654000,2025-05-27
531,Paytm,E-commerce,Quick Commerce,Mumbai,"A91 Partners, Falcon Edge, Omidyar Network",Seed,57000,2022-11-11
532,Myntra,E-commerce,Quick Commerce,Bengaluru,"Kalaari Capital, LCatterton, Ribbit Capital",Seed,181000,2020-07-01
533,Udaan,RealEstate,Rental Tech,Mumbai,Bessemer Venture Partners,Seed,89000,2024-01-31
534,NeoLabs_65,RealEstate,Rental Tech,Bengaluru,"Accel, Peak XV",Seed,370000,2024-07-19
535,Wakefit,RealEstate,Rental Tech,Bengaluru,Omidyar Network,Seed,159000,2022-06-21
536,UrbanSolutions,RealEstate,Rental Tech,Chennai,Bessemer Venture Partners,Seed,148000,2023-06-20
537,Bounce,RealEstate,Rental Tech,Chennai,"Info Edge, Y Combinator",Seed,77000,2024-12-18
538,HyperLoop,RealEstate,Rental Tech,Bengaluru,Prosus Ventures,Seed,62000,2023-09-17
539,LogiMart,RealEstate,Rental Tech,Chennai,"LCatterton, Omidyar Network",Seed,67000,2024-08-19
540,FoodSolutions,RealEstate,Rental Tech,Delhi,"Lightspeed India, Zodius Capital",Seed,651000,2021-03-28
541,BlueRise,RealEstate,Rental Tech,Noida,Y Combinator,Seed,1688000,2024-05-17
542,QuantumAnalytics,RealEstate,Rental Tech,Bengaluru,LCatterton,Seed,73000,2024-07-31
543,FoodFit,RealEstate,Rental Tech,Noida,Ventures India,Seed,450000,2024-09-09
544,Delhivery,RealEstate,Rental Tech,Kolkata,Kalaari Capital,Seed,778000,2023-09-25
545,Meesho,RealEstate,Rental Tech,Kolkata,"IFC, Zodius Capital",Seed,76000,2023-07-30
546,LogiMart,RealEstate,Rental Tech,Kolkata,IFC,Seed,190000,2022-08-18
547,NextSense_10,Mobility,Ride Sharing,Delhi,"IFC, Kalaari Capital, Peak XV",Seed,54000,2020-05-19
548,SkillSolutions,Mobility,Ride Sharing,Mumbai,"A91 Partners, Matrix Partners India",Seed,103000,2022-04-12
549,FoodFit,Mobility,Ride Sharing,Kolkata,Nexus Venture Partners,Seed,188000,2021-05-31
550,Wakefit,Mobility,Ride Sharing,Gurugram,Zodius Capital,Seed,72000,2022-12-14
551,NoBroker,Mobility,Ride Sharing,Kolkata,Zodius Capital,Seed,111000,2021-01-18
552,WorkFit,Mobility,Ride Sharing,Chennai,Info Edge,Seed,217000,2023-03-08
553,FarmBox,Mobility,Ride Sharing,Mumbai,"Prosus Ventures, Y Combinator",Seed,956000,2024-01-04
554,UrbanStack,Mobility,Ride Sharing,Chennai,"Lightspeed India, Matrix Partners India, Omidyar Network",Seed,1584000,2024-01-21
555,CRED,Enterprise,Security,Kolkata,Matrix Partners India,Seed,174000,2021-09-12
556,Unacademy,Enterprise,Security,Kolkata,"Accel, Kalaari Capital, Ribbit Capital",Seed,199000,2022-10-15
557,LogiSense,Enterprise,Security,Bengaluru,Tiger Global,Seed,430000,2023-12-24
558,Delhivery,Enterprise,Security,Chennai,Ribbit Capital,Seed,1104000,2024-08-27
559,MediSpace,Enterprise,Security,Chennai,Falcon Edge,Seed,172000,2020-08-14
560,MediHive,Enterprise,Security,Bengaluru,"Elevation Capital, Kalaari Capital",Seed,1628000,2024-05-03
561,CureFit,AgriTech,Smart Farming,Pune,"IFC, Sequoia Capital India",Seed,812000,2021-04-23
562,HyperLabs,AgriTech,Smart Farming,Chennai,Tiger Global Management,Seed,339000,2022-04-09
563,AeroStack,AgriTech,Smart Farming,Noida,Ventures India,Seed,191000,2024-11-17
564,EduMart,AgriTech,Smart Farming,Kolkata,Info Edge,Seed,76000,2020-10-04
565,FinSpace,AgriTech,Smart Farming,Pune,Kalaari Capital,Seed,853000,2022-05-18
566,PhonePe,AgriTech,Smart Farming,Ahmedabad,Prosus Ventures,Seed,216000,2024-01-16
567,BlueRise,AgriTech,Smart Farming,Mumbai,"Mirae Asset, Ventures India",Seed,275000,2022-05-19
568,HomeMart,AgriTech,Smart Farming,Bengaluru,"IFC, Info Edge, Kalaari Capital",Seed,1639000,2020-07-29
569,Nykaa,Consumer Electronics,Smart Home,Noida,"Kedaara Capital, SoftBank Vision Fund",Seed,166000,2024-03-07
570,Oyo,Consumer Electronics,Smart Home,Bengaluru,"Accel, Info Edge",Seed,366000,2022-09-07
571,NeoSense,Consumer Electronics,Smart Home,Chennai,"LCatterton, SoftBank Vision Fund",Seed,379000,2020-12-20
572,LogiMart,Consumer Electronics,Smart Home,Ahmedabad,Elevation Capital,Seed,950000,2020-08-07
573,Licious,Consumer Electronics,Smart Home,Kolkata,"Elevation Capital, SoftBank Vision Fund",Seed,434000,2023-03-04
574,EduTech,Consumer Electronics,Smart Home,Noida,Ventures India,Seed,798000,2020-11-30
575,AeroHub,Consumer Electronics,Smart Home,Delhi,Tiger Global,Seed,390000,2024-02-12
576,Porter,Consumer Electronics,Smart Home,Ahmedabad,Info Edge,Seed,826000,2024-07-05
577,Oyo,Consumer Electronics,Smart Home,Kolkata,Blume Ventures,Seed,125000,2024-06-08
578,AutoStack,Consumer Electronics,Smart Home,Noida,"A91 Partners, IFC, Kedaara Capital",Seed,264000,2020-02-08
579,DriveEdge,Consumer Electronics,Smart Home,Kolkata,Blume Ventures,Seed,314000,2024-01-01
580,BlueSpace,Consumer Electronics,Smart Home,Ahmedabad,"Ribbit Capital, Ventures India",Seed,1346000,2020-10-10
581,AeroAnalytics,Consumer Electronics,Smart Home,Gurugram,"Blume Ventures, Matrix Partners India, Ventures India",Seed,1202000,2020-04-30
582,Freshworks,Consumer Electronics,Smart Home,Ahmedabad,Accel,Seed,1127000,2023-07-27
583,EduMart,Consumer Electronics,Smart Home,Noida,Ventures India,Seed,64000,2021-03-09
584,Bounce,Media,Social,Bengaluru,Omidyar Network,Seed,226000,2020-06-08
585,HomeFoods,Media,Social,Mumbai,Nexus Venture Partners,Seed,89000,2024-12-09
586,FreshTech,Media,Social,Bengaluru,"Nexus Venture Partners, Omidyar Network",Seed,186000,2025-03-08
587,Dailyhunt,Media,Social,Gurugram,"Kalaari Capital, Lightspeed India",Seed,810000,2020-01-31
588,DataEdge,Media,Social,Hyderabad,Ribbit Capital,Seed,76000,2023-09-14
589,UrbanStack,Media,Social,Gurugram,LCatterton,Seed,105000,2023-04-01
590,UrbanStack,Media,Social,Hyderabad,"Kedaara Capital, Sequoia Capital India",Seed,647000,2024-03-24
591,FreshTech,Media,Social,Hyderabad,Falcon Edge,Seed,679000,2020-12-13
592,UrbanDrive,Media,Social,Chennai,Lightspeed India,Seed,172000,2020-08-06
593,GrowthCare,Media,Social,Ahmedabad,"Elevation Capital, Kedaara Capital, Nexus Venture Partners",Seed,1886000,2022-09-18
594,MediSpace,Media,Social,Delhi,"LCatterton, Matrix Partners India, Ribbit Capital",Seed,1663000,2023-03-08
595,Groww,Media,Streaming,Bengaluru,IFC,Seed,1668000,2025-01-28
596,NimbusMart,Media,Streaming,Delhi,Kedaara Capital,Seed,819000,2023-12-20
597,NextSense_395,Media,Streaming,Chennai,"IFC, Sequoia Capital India",Seed,1549000,2024-10-09
598,SkillSolutions,Media,Streaming,Pune,Elevation Capital,Seed,476000,2024-05-17
599,Practo,Media,Streaming,Gurugram,"Omidyar Network, SoftBank Vision Fund, Y Combinator",Seed,469000,2022-10-26
600,AeroAnalytics_861,Media,Streaming,Kolkata,"Kalaari Capital, Tiger Global",Seed,266000,2021-01-08
601,FreshBox,Media,Streaming,Hyderabad,Tiger Global Management,Seed,289000,2023-05-22
602,LogiSense,Logistics,Supply Chain,Chennai,"IFC, Y Combinator",Seed,326000,2020-09-27
603,HyperLoop,AgriTech,Supply Chain,Mumbai,"Info Edge, Mirae Asset",Seed,113000,2023-09-17
604,FarmFit,AgriTech,Supply Chain,Bengaluru,Ventures India,Seed,174000,2025-04-20
605,BharatPe,Logistics,Supply Chain,Noida,Peak XV,Seed,734000,2022-06-14
606,BlueSpace,AgriTech,Supply Chain,Bengaluru,"Bessemer Venture Partners, Lightspeed India, Matrix Partners India",Seed,1369000,2025-04-26
607,Byju's,AgriTech,Supply Chain,Noida,Info Edge,Seed,1040000,2021-10-29
608,AutoFlow,Logistics,Supply Chain,Kolkata,IFC,Seed,85000,2024-07-23
609,FinSpace,AgriTech,Supply Chain,Gurugram,Ribbit Capital,Seed,432000,2022-07-11
610,LogiRise,AgriTech,Supply Chain,Kolkata,"Ribbit Capital, Tiger Global Management",Seed,1102000,2020-05-18
611,Dailyhunt,Logistics,Supply Chain,Delhi,Prosus Ventures,Seed,500000,2023-12-19
612,HealthAnalytics,Logistics,Supply Chain,Noida,"Kalaari Capital, Ventures India",Seed,358000,2024-01-30
613,NimbusWorks,AgriTech,Supply Chain,Hyderabad,SoftBank Vision Fund,Seed,833000,2020-04-29
614,Flipkart,Logistics,Supply Chain,Delhi,Kalaari Capital,Seed,79000,2023-05-16
615,Licious,Logistics,Supply Chain,Delhi,"Sequoia Capital India, Tiger Global",Seed,568000,2024-10-26
616,NeoLabs,AgriTech,Supply Chain,Mumbai,"Y Combinator, Zodius Capital",Seed,734000,2024-12-09
617,PhonePe,AgriTech,Supply Chain,Delhi,"Accel, Kalaari Capital, Ventures India",Seed,136000,2022-12-30
618,UrbanStack,AgriTech,Supply Chain,Hyderabad,Ribbit Capital,Seed,745000,2022-05-27
619,DriveEdge,AgriTech,Supply Chain,Mumbai,Prosus Ventures,Seed,53000,2022-12-24
620,MediSpace,Logistics,Supply Chain,Kolkata,Ribbit Capital,Seed,182000,2022-05-28
621,BharatPe,HealthTech,Telemedicine,Ahmedabad,LCatterton,Seed,361000,2020-12-06
622,SmartTech,HealthTech,Telemedicine,Hyderabad,Elevation Capital,Seed,129000,2023-06-15
623,DriveLoop,HealthTech,Telemedicine,Pune,Sequoia Capital India,Seed,96000,2023-03-07
624,SmartMart_37,EdTech,Test Prep,Kolkata,"A91 Partners, Falcon Edge, SoftBank Vision Fund",Seed,72000,2022-08-09
625,SkillFlow,EdTech,Test Prep,Gurugram,"Peak XV, Prosus Ventures",Seed,210000,2024-03-01
626,GrowthFlow,EdTech,Test Prep,Hyderabad,"Omidyar Network, Y Combinator",Seed,1604000,2022-08-24
627,WorkStack,EdTech,Test Prep,Kolkata,Zodius Capital,Seed,77000,2021-11-28
628,HealthRise,EdTech,Test Prep,Mumbai,Lightspeed India,Seed,404000,2020-03-19
629,BlueRise,EdTech,UpSkilling,Kolkata,Blume Ventures,Seed,548000,2023-10-30
630,CloudPay,EdTech,UpSkilling,Gurugram,Zodius Capital,Seed,62000,2024-09-05
631,Zomato,EdTech,UpSkilling,Noida,"A91 Partners, Bessemer Venture Partners, Blume Ventures",Seed,782000,2020-10-16
632,UrbanSolutions,EdTech,UpSkilling,Gurugram,Sequoia Capital India,Seed,70000,2020-02-02
633,FarmFit,FinTech,WealthTech,Chennai,"Matrix Partners India, SoftBank Vision Fund",Seed,134000,2020-02-19
634,BlueRise,FinTech,WealthTech,Ahmedabad,Y Combinator,Seed,182000,2024-05-27
635,FarmBox,Consumer Electronics,Wearables,Gurugram,"Kalaari Capital, Y Combinator",Seed,455000,2023-09-11
636,FarmBox,Consumer Electronics,Wearables,Bengaluru,"Elevation Capital, Prosus Ventures",Seed,59000,2021-03-29
637,CureFit,Consumer Electronics,Wearables,Hyderabad,"Tiger Global, Ventures India",Seed,653000,2021-07-04
638,BlueTech,Consumer Electronics,Wearables,Delhi,Info Edge,Seed,514000,2020-04-28
639,DataHive,Consumer Electronics,Wearables,Gurugram,"Lightspeed India, Sequoia Capital India",Seed,927000,2025-01-31
640,GreenConnect,Consumer Electronics,Wearables,Bengaluru,Tiger Global,Seed,100000,2022-09-25
641,CloudPay,Consumer Electronics,Wearables,Noida,"A91 Partners, Peak XV",Seed,477000,2021-12-04
642,SmartTech,Consumer Electronics,Wearables,Kolkata,"LCatterton, SoftBank Vision Fund",Seed,226000,2021-03-25
643,HomeAnalytics,Consumer Electronics,Wearables,Bengaluru,"Kedaara Capital, Lightspeed India",Seed,129000,2025-01-26
644,HealthWorks,Consumer Electronics,Wearables,Gurugram,"Omidyar Network, Peak XV, Sequoia Capital India",Seed,980000,2021-02-22
645,CoreConnect,Enterprise,Analytics,Noida,Falcon Edge,Series A,1369000,2020-04-21
646,DataAnalytics,Enterprise,Analytics,Gurugram,"SoftBank Vision Fund, Tiger Global",Series A,3795000,2020-04-02
647,PharmEasy,Enterprise,Analytics,Hyderabad,"Matrix Partners India, Sequoia Capital India",Series A,7137000,2023-01-18
648,BigBasket,Enterprise,Analytics,Kolkata,"Tiger Global, Zodius Capital",Series A,6332000,2024-09-06
649,SmartCare,Enterprise,Analytics,Delhi,"Nexus Venture Partners, Y Combinator",Series A,2177000,2021-03-18
650,NoBroker,Consumer Electronics,Audio,Gurugram,Zodius Capital,Series A,1599000,2024-09-23
651,AgriFit,Enterprise,Automation,Hyderabad,Elevation Capital,Series A,6512000,2021-01-28
652,DriveLoop,Enterprise,Automation,Ahmedabad,Lightspeed India,Series A,9076000,2020-07-17
653,ClearTax,Enterprise,Automation,Delhi,LCatterton,Series A,1218000,2022-09-26
654,AeroAnalytics,Enterprise,Automation,Delhi,"Falcon Edge, Sequoia Capital India, SoftBank Vision Fund",Series A,14864000,2020-09-03
655,Zomato,Enterprise,Automation,Bengaluru,"Lightspeed India, Nexus Venture Partners, Y Combinator",Series A,6169000,2020-12-08
656,QuantumAnalytics,Enterprise,Automation,Gurugram,Tiger Global,Series A,3743000,2022-11-11
657,NextFlow,SaaS,B2B SaaS,Hyderabad,"Tiger Global Management, Zodius Capital",Series A,10287000,2024-07-11
658,FreshTech,SaaS,B2B SaaS,Kolkata,"A91 Partners, SoftBank Vision Fund",Series A,13810000,2025-01-29
659,HomeMart,FoodTech,Cloud Kitchen,Gurugram,"IFC, Peak XV, Sequoia Capital India",Series A,3605000,2023-07-26
660,NeoLabs,FoodTech,Cloud Kitchen,Delhi,"Falcon Edge, Info Edge, Tiger Global Management",Series A,1261000,2022-09-19
661,DataHive,EdTech,Coding Bootcamp,Pune,"Elevation Capital, Kedaara Capital, SoftBank Vision Fund",Series A,2173000,2022-06-16
662,LogiSense,EdTech,Coding Bootcamp,Delhi,"LCatterton, Omidyar Network",Series A,1553000,2020-12-29
663,SkillSolutions,EdTech,Coding Bootcamp,Chennai,Kalaari Capital,Series A,2805000,2021-06-18
664,MediHive,EdTech,Coding Bootcamp,Noida,Kedaara Capital,Series A,4568000,2021-05-26
665,NextStack,Media,Content,Mumbai,A91 Partners,Series A,5738000,2024-08-11
666,DataAnalytics,Media,Content,Noida,"Blume Ventures, Sequoia Capital India",Series A,1916000,2023-03-14
667,GrowthFlow,Media,Content,Delhi,"Kedaara Capital, Y Combinator",Series A,10651000,2023-05-23
668,Cars24,Media,Content,Noida,Blume Ventures,Series A,1055000,2024-11-17
669,NextStack,E-commerce,D2C,Chennai,"IFC, Lightspeed India, Prosus Ventures",Series A,5288000,2021-05-13
670,FarmTech,E-commerce,D2C,Pune,A91 Partners,Series A,4500000,2021-06-15
671,HomeAnalytics,E-commerce,D2C,Bengaluru,"Bessemer Venture Partners, Falcon Edge",Series A,1458000,2021-02-03
672,WorkFit,E-commerce,D2C,Kolkata,"Falcon Edge, Tiger Global",Series A,2620000,2021-04-16
673,HomeFoods,SaaS,DevTools,Gurugram,"Nexus Venture Partners, Prosus Ventures, Ventures India",Series A,5604000,2023-10-20
674,BlueSpace,SaaS,DevTools,Gurugram,Tiger Global,Series A,1549000,2022-04-02
675,CoreSpace,HealthTech,Diagnostics,Chennai,"Blume Ventures, Zodius Capital",Series A,9059000,2024-06-15
676,SkillFlow,HealthTech,Diagnostics,Ahmedabad,"A91 Partners, Falcon Edge, Ribbit Capital",Series A,8097000,2023-07-16
677,DriveEdge,HealthTech,Diagnostics,Kolkata,"Lightspeed India, Ribbit Capital",Series A,11342000,2022-09-26
678,Unacademy,HealthTech,Diagnostics,Hyderabad,"Tiger Global, Tiger Global Management",Series A,8462000,2024-11-11
679,Housejoy,HealthTech,Diagnostics,Bengaluru,Nexus Venture Partners,Series A,3130000,2024-06-27
680,Rapido,Retail,E-Retail,Delhi,"Info Edge, Ribbit Capital",Series A,1513000,2021-08-19
681,LogiMart,Retail,E-Retail,Pune,Sequoia Capital India,Series A,1013000,2022-01-23
682,Zomato,Retail,E-Retail,Delhi,Omidyar Network,Series A,2831000,2024-11-28
683,SkillFlow,Mobility,EV,Kolkata,"IFC, Matrix Partners India",Series A,5049000,2024-02-06
684,WorkStack,Mobility,EV,Delhi,SoftBank Vision Fund,Series A,11397000,2022-11-21
685,NimbusMart,Mobility,EV,Kolkata,"Prosus Ventures, SoftBank Vision Fund",Series A,4770000,2023-02-18
686,HyperLabs,Mobility,EV,Gurugram,IFC,Series A,1131000,2022-08-06
687,BlueTech,Mobility,EV,Delhi,"LCatterton, Peak XV",Series A,14210000,2023-05-13
688,MediHive,Mobility,EV,Ahmedabad,Tiger Global,Series A,1981000,2024-08-06
689,CoreConnect,Mobility,EV,Hyderabad,"Prosus Ventures, Tiger Global Management",Series A,1036000,2023-07-27
690,Zomato,Mobility,EV,Chennai,Falcon Edge,Series A,1949000,2021-06-01
691,MediHive,Mobility,EV,Kolkata,"Info Edge, Y Combinator",Series A,1105000,2021-11-21
692,FarmFit,Mobility,EV,Noida,"Falcon Edge, Kedaara Capital",Series A,1349000,2023-03-27
693,GrowthConnect,Retail,Fashion,Delhi,Blume Ventures,Series A,14428000,2020-11-11
694,Razorpay,Retail,Fashion,Kolkata,Ventures India,Series A,4324000,2022-05-20
695,AgriSense,Retail,Fashion,Chennai,"Info Edge, Kalaari Capital, Matrix Partners India",Series A,8614000,2023-03-28
696,Groww,Retail,Fashion,Pune,Falcon Edge,Series A,2760000,2025-05-13
697,AeroAnalytics,Retail,Fashion,Hyderabad,"Y Combinator, Zodius Capital",Series A,4481000,2021-07-30
698,SmartTech,Retail,Fashion,Noida,"Blume Ventures, Sequoia Capital India",Series A,14492000,2021-04-19
699,Cars24,E-commerce,Fashion,Ahmedabad,"Mirae Asset, SoftBank Vision Fund",Series A,1438000,2023-12-05
700,DriveFit,Retail,Fashion,Ahmedabad,"Elevation Capital, Kalaari Capital",Series A,1636000,2021-03-30
701,ShareChat,Retail,Fashion,Mumbai,"Kalaari Capital, LCatterton",Series A,2940000,2021-04-29
702,Innovaccer,E-commerce,Fashion,Pune,"Info Edge, SoftBank Vision Fund, Tiger Global",Series A,1104000,2022-06-08
703,FinSpace,Retail,Fashion,Ahmedabad,"Info Edge, Nexus Venture Partners, Tiger Global Management",Series A,4765000,2020-07-14
704,FreshBox,Retail,Fashion,Ahmedabad,"Kalaari Capital, Lightspeed India",Series A,5010000,2022-03-11
705,UrbanDrive,Retail,Fashion,Noida,"Mirae Asset, Nexus Venture Partners",Series A,1806000,2024-12-11
706,GrowthFlow,Logistics,Fleet Management,Ahmedabad,Omidyar Network,Series A,1316000,2024-01-17
707,SkillSolutions,Logistics,Fleet Management,Bengaluru,"Info Edge, Peak XV, SoftBank Vision Fund",Series A,8795000,2022-02-06
708,AutoMart,Logistics,Fleet Management,Noida,Prosus Ventures,Series A,1458000,2023-02-04
709,NextSense,Logistics,Fleet Management,Gurugram,"Elevation Capital, Sequoia Capital India",Series A,1335000,2023-11-03
710,ClearDekho,FoodTech,Food Delivery,Ahmedabad,"Info Edge, LCatterton, Zodius Capital",Series A,1105000,2024-06-09
711,FoodFit,FoodTech,Food Delivery,Delhi,Peak XV,Series A,1847000,2022-10-15
712,GreenMart,FoodTech,Food Delivery,Noida,Kedaara Capital,Series A,14601000,2023-07-28
713,Freshworks,FoodTech,Food Delivery,Chennai,"Falcon Edge, Prosus Ventures",Series A,14717000,2020-02-04
714,HomeFoods,FoodTech,Food Delivery,Noida,Matrix Partners India,Series A,3558000,2023-12-06
715,FoodLoop,FoodTech,Food Delivery,Hyderabad,"Bessemer Venture Partners, Elevation Capital, Peak XV",Series A,5476000,2025-03-27
716,Dailyhunt,FoodTech,Food Delivery,Hyderabad,Omidyar Network,Series A,1648000,2022-05-15
717,FreshToHome,FoodTech,Food Delivery,Kolkata,Blume Ventures,Series A,2894000,2022-01-18
718,QuantumSolutions,FoodTech,Food Delivery,Hyderabad,Falcon Edge,Series A,13499000,2024-04-08
719,NextStack,FoodTech,Food Delivery,Mumbai,"Kedaara Capital, Sequoia Capital India, Y Combinator",Series A,5720000,2025-04-06
720,ShareChat,FoodTech,Food Delivery,Delhi,"Info Edge, Omidyar Network",Series A,14507000,2022-05-15
721,CloudLabs,FoodTech,Grocery,Delhi,"A91 Partners, Sequoia Capital India",Series A,1587000,2021-09-08
722,LogiMart,Retail,Grocery,Ahmedabad,Bessemer Venture Partners,Series A,1465000,2023-06-20
723,Razorpay,FoodTech,Grocery,Pune,Lightspeed India,Series A,6782000,2020-02-22
724,AgriHive,FoodTech,Grocery,Pune,Sequoia Capital India,Series A,1339000,2023-12-03
725,ShareChat,E-commerce,Grocery,Noida,"IFC, Sequoia Capital India",Series A,1657000,2022-11-05
726,HealthWorks,E-commerce,Grocery,Gurugram,LCatterton,Series A,5808000,2024-01-20
727,FinFoods_246,FoodTech,Grocery,Ahmedabad,Blume Ventures,Series A,3188000,2024-11-24
728,MediWorks,Retail,Grocery,Chennai,SoftBank Vision Fund,Series A,10074000,2023-08-21
729,WorkFit,FoodTech,Grocery,Pune,LCatterton,Series A,1461000,2024-10-23
730,HyperLoop,Retail,Grocery,Mumbai,"Falcon Edge, Omidyar Network",Series A,2765000,2023-05-09
731,QuantumDrive,Retail,Grocery,Noida,Accel,Series A,1290000,2025-02-15
732,UrbanDrive,FoodTech,Grocery,Kolkata,"Elevation Capital, Kalaari Capital",Series A,10764000,2021-04-27
733,Ola,Retail,Grocery,Ahmedabad,"Blume Ventures, IFC",Series A,5333000,2022-07-11
734,Delhivery,E-commerce,Grocery,Chennai,"Accel, Mirae Asset, SoftBank Vision Fund",Series A,1418000,2021-03-21
735,PharmEasy,FoodTech,Grocery,Chennai,"IFC, Sequoia Capital India",Series A,2134000,2020-10-24
736,GreenMart,Retail,Grocery,Ahmedabad,Bessemer Venture Partners,Series A,2643000,2024-06-15
737,Zomato,FoodTech,Grocery,Hyderabad,Tiger Global,Series A,2658000,2023-05-10
738,AgriSense,SaaS,HRTech,Hyderabad,"Blume Ventures, Info Edge",Series A,1604000,2024-01-09
739,Porter,SaaS,HRTech,Kolkata,"Elevation Capital, Kedaara Capital, Omidyar Network",Series A,1411000,2024-07-24
740,Rapido,SaaS,HRTech,Hyderabad,"Accel, LCatterton, Mirae Asset",Series A,14442000,2022-02-04
741,HomeAnalytics,HealthTech,Health Analytics,Delhi,Kalaari Capital,Series A,11198000,2023-05-25
742,ClearDekho,HealthTech,Health Analytics,Bengaluru,"Peak XV, Zodius Capital",Series A,1254000,2020-04-09
743,ClearDekho,HealthTech,Health Analytics,Noida,Lightspeed India,Series A,2168000,2020-07-07
744,Cars24,HealthTech,Health Analytics,Noida,Falcon Edge,Series A,5362000,2022-03-23
745,FreshTech,HealthTech,Health Analytics,Ahmedabad,Blume Ventures,Series A,2933000,2025-06-09
746,Delhivery,RealEstate,Home Services,Hyderabad,Tiger Global Management,Series A,1071000,2021-09-10
747,GrowthFlow,RealEstate,Home Services,Gurugram,Ventures India,Series A,2134000,2022-11-09
748,Zepto,RealEstate,Home Services,Noida,"Accel, Prosus Ventures",Series A,6770000,2023-12-05
749,BlueTech,RealEstate,Home Services,Pune,Mirae Asset,Series A,5750000,2020-03-02
750,DriveEdge,RealEstate,Home Services,Hyderabad,Nexus Venture Partners,Series A,1449000,2023-01-13
751,Chargebee,RealEstate,Home Services,Delhi,"Bessemer Venture Partners, Kedaara Capital, Prosus Ventures",Series A,1068000,2020-10-25
752,WorkFit,RealEstate,Home Services,Delhi,"Kedaara Capital, Tiger Global Management, Ventures India",Series A,1883000,2020-05-24
753,FinSense,FinTech,InsurTech,Pune,"Elevation Capital, IFC, Zodius Capital",Series A,1903000,2020-07-29
754,Razorpay,EdTech,K12,Ahmedabad,Prosus Ventures,Series A,4070000,2020-04-05
755,FarmBox,EdTech,K12,Hyderabad,Peak XV,Series A,12394000,2022-04-23
756,Udaan,EdTech,K12,Bengaluru,"LCatterton, Mirae Asset, Nexus Venture Partners",Series A,3074000,2020-11-30
757,Ola,Logistics,Last Mile,Ahmedabad,"Mirae Asset, Tiger Global Management",Series A,8074000,2024-07-25
758,PhonePe,Logistics,Last Mile,Delhi,"Accel, Falcon Edge",Series A,4267000,2024-01-29
759,BharatPe,FinTech,Lending,Hyderabad,Info Edge,Series A,3388000,2023-07-13
760,Porter,FinTech,Lending,Kolkata,"Mirae Asset, Omidyar Network, Tiger Global Management",Series A,2960000,2022-04-09
761,EduBox,SaaS,MarTech,Mumbai,Kalaari Capital,Series A,1451000,2022-12-20
762,DriveEdge,SaaS,MarTech,Delhi,"Blume Ventures, Info Edge, Ribbit Capital",Series A,1496000,2025-03-05
763,NimbusLabs_846,SaaS,MarTech,Kolkata,"Accel, IFC, Nexus Venture Partners",Series A,1260000,2024-09-28
764,Delhivery,SaaS,MarTech,Kolkata,Tiger Global Management,Series A,4137000,2021-06-26
765,NeoSense,AgriTech,Marketplace,Hyderabad,"Accel, Kedaara Capital",Series A,11321000,2023-05-24
766,FoodLoop,AgriTech,Marketplace,Hyderabad,"Falcon Edge, Kedaara Capital",Series A,5167000,2022-11-04
767,LogiMart,E-commerce,Marketplace,Noida,"Elevation Capital, Peak XV",Series A,5977000,2024-01-16
768,DriveEdge,E-commerce,Marketplace,Bengaluru,Accel,Series A,11170000,2021-11-10
